\N,3258,1444,"John F. Kennedy"
\N,3258,22018,"Doctor"
\N,3258,27145,"Judy Exner"
\N,3258,36173,"Starlet"
\N,3258,47264,"Weston"
\N,3259,33882,"Paul Dellacroce"
\N,3259,42382,"Saunders"
\N,3259,508,"Joseph Scassi"
\N,3259,57368,"Maria"
\N,32,59950,"Viv"
\N,3260,12919,"Eric"
\N,32,60133,"Rhett"
\N,32,60134,"Harlan O'Shea"
\N,3260,16934,"Hooker"
\N,3260,19079,"Leon"
\N,3260,32464,"Mosh"
\N,3260,46302,"Lt. Cabrell"
\N,3260,46375,"Deriva"
\N,3260,47828,"Deke"
\N,3260,58349,"Mrs. Applegate"
\N,3260,63633,"Clyda"
\N,3260,68046,"Raymond Vonn"
\N,3261,14418,"Buttercup"
\N,326,12278,"Batman/Bruce Wayne"
\N,3261,34973,"I.P. Hos"
\N,3261,48193,"Hota Wat"
\N,3261,59985,"Bubbles"
\N,3261,65874,"Whole Lotta Monkeys"
\N,32,61777,"VIP Patron"
\N,32,6191,"Bouncer"
\N,3262,11252,"Aunt Frances 'Franny' Owens"
\N,3262,19706,"Michael"
\N,3262,24662,"Debbie"
\N,3262,32606,"Gillian 'Gilly-Bean' Owens"
\N,326,23261,"Dr. Jason Woodrue"
\N,326,23858,"Alfred Pennyworth"
\N,326,24676,"Ice Thug"
\N,3262,4914,"Young Sally Owens"
\N,3262,50726,"Officer Gary Hallet"
\N,3262,64503,"James 'Jimmy' Angelov"
\N,3262,66433,"Aunt Bridget 'Jet' Owens"
\N,326,27694,"Commissioner Gordon"
\N,32,62862,"VIP Patron"
\N,3262,9076,"Sally 'Sal' Owens"
\N,326,29111,"Golum"
\N,326,29433,"Doctor"
\N,3263,22611,"Dr. Lauren Graham"
\N,3263,27878,"Olivia Walton"
\N,326,32977,"Nora Fries"
\N,3263,42691,"Gary Beinhart"
\N,3263,56365,"Jiri Kolmar"
\N,326,35843,"Himself"
\N,326,37327,"Young Bruce Wayne"
\N,326,38688,"Julie Madison"
\N,326,41536,"Party Guest"
\N,326,46242,"Robin/Richard 'Dick' Grayson"
\N,3265,11495,"Camilla Jones"
\N,3265,26394,"Armond Crille"
\N,32,65285,"Billie Auster"
\N,3265,29976,"Sam Horton"
\N,3265,43595,"Street Alien"
\N,3265,50478,"Ben Rutherford"
\N,326,5519,"Ice Thug"
\N,326,55840,"Mr. Freeze/Dr. Victor Fries"
\N,32,65651,"VIP Patron"
\N,326,57503,"Batgirl/Barbara Wilson"
\N,326,60545,"Bane"
\N,3266,15565,"Snooty Driver"
\N,326,61876,"Poison Ivy/Dr. Pamela Isley"
\N,3266,21428,"Mr. Yamamoto"
\N,3266,36524,"Needlemeyer"
\N,326,64055,"Arkham Asylum Guard"
\N,3266,46219,"Stutts"
\N,3266,65839,"Hal MacGregor"
\N,3266,66576,"Thomas MacGregor"
\N,326,6724,"1st Snowy Cones Thug"
\N,3266,9401,"Mr. Cranston"
\N,32,6748,"Elaine's Patron"
\N,32,67873,"Ambassador"
\N,3270,38432,"Shane Griffin"
\N,3270,38766,"Jed Griffin"
\N,3270,55221,"Deputy Dana Flowers"
\N,3270,66822,"Rudy Wicker"
\N,327,10469,"Riddler/Edward Nygma"
\N,3271,19167,"Dick Muller"
\N,3271,2813,"Emily Tylk"
\N,3271,31557,"Dillon"
\N,3271,46895,"Chef"
\N,3271,51635,"Jonathan Casey"
\N,3271,66770,"Preston Tylk"
\N,327,19322,"Assistant"
\N,3272,18227,"Detective Lukas Black"
\N,3272,32233,"Albert Straka"
\N,3272,36023,"Antique Store Patron"
\N,327,23858,"Alfred Pennyworth"
\N,327,2640,"Dr. Burton"
\N,327,27289,"Girl on Corner #3"
\N,327,27694,"Commissioner Gordon"
\N,32,7301,"Mario"
\N,327,30696,"Girl on Corner #1"
\N,327,31604,"Pilot"
\N,327,32606,"Dr. Chase Meridian"
\N,327,32696,"Batman/Bruce Wayne"
\N,327,4033,"Sugar"
\N,327,40791,"Spice"
\N,3274,10890,"Derek Leigh"
\N,3274,21428,"Master Yee"
\N,3274,23314,"Damian Bandera"
\N,3274,29112,"Karen Leigh"
\N,3274,31886,"The Commander"
\N,3274,4062,"Toymaker"
\N,3274,51708,"Randall Bentley"
\N,327,46242,"Robin/Dick Grayson"
\N,3274,6250,"Cody Johnson"
\N,3275,11128,"Beggar Woman"
\N,327,51740,"Ringmaster"
\N,3275,17735,"Sender Horowitz"
\N,3275,19041,"Feiga"
\N,327,52878,"Girl on Corner #4"
\N,3275,28982,"Rebbitzn"
\N,3275,39669,"Rachel"
\N,327,54236,"Harvey's Thug"
\N,3275,45326,"Mrs. Gelbart"
\N,3275,51171,"Rebbe Moshe"
\N,3275,56053,"Chasid"
\N,3275,60557,"Mr. Fishbein"
\N,327,62976,"Female Newscaster"
\N,3276,36960,"Lydia"
\N,3276,51617,"Monica"
\N,3276,67742,"Hazel"
\N,3277,37656,"Hector Salmon"
\N,3277,39302,"Davey Lane"
\N,3277,41237,"Newspaper Reporter"
\N,3277,47604,"Oscar"
\N,3277,48705,"Nick Everson"
\N,3277,54488,"Boxer/Trainer"
\N,3277,56073,"Sonny Ortega"
\N,3277,58157,"Arturo Ortega"
\N,3278,15804,"Jackee"
\N,3278,17939,"Annette"
\N,3278,48727,"Renee"
\N,3278,51415,"Ben"
\N,3278,56073,"Billy"
\N,327,8978,"Teenage Girl"
\N,3280,10339,"Graham"
\N,3280,52717,"Father Greg Pilkington"
\N,3280,61728,"Nurse"
\N,3280,63249,"Maria Kerrigan"
\N,3280,64028,"Chilean band leader"
\N,3281,1467,"Archbishop Richard Rushman"
\N,3281,22549,"Martin 'Marty' Vail"
\N,3281,37093,"Janet Venable"
\N,3281,38901,"John Shaughnessy"
\N,3281,41159,"Dr. Molly Arrington"
\N,3281,4346,"Joey Pinero"
\N,3281,45917,"Aaron Stampler/Roy"
\N,3281,46365,"Assistant D.A. Bud Yancy"
\N,3281,49549,"Martinez"
\N,328,15580,"Communication officer"
\N,3281,56073,"Alex"
\N,3281,61926,"Naomi Chance"
\N,3281,67233,"Judge Miriam Shoat"
\N,3281,7935,"Tommy Goodman"
\N,3282,10252,"Cashmere McLeod"
\N,3282,12702,"Sailorman Shoreson"
\N,3282,17239,"Man #1 in Airport Bar"
\N,3282,17889,"Jennifer Rogers"
\N,3282,19,"Lucille Kaufman"
\N,328,22241,"Alien"
\N,3282,25271,"Gov. Fred Picker"
\N,3282,28131,"Fat Willie"
\N,3282,30071,"Miss Walsh"
\N,3282,32797,"Himself"
\N,3282,34800,"Mamma Stanton"
\N,3282,35751,"Loretta"
\N,3282,38880,"Himself"
\N,3282,4086,"Martha Harris"
\N,3282,4269,"Libby Holden"
\N,3282,51791,"Izzy Rosenblatt"
\N,3282,52672,"Himself"
\N,3282,53501,"Charlie Martin"
\N,3282,54488,"News Videographer"
\N,3282,56604,"Eddie Reyes"
\N,3282,60625,"Bart Nilson"
\N,3282,61744,"Susan Stanton"
\N,3282,61926,"Daisy"
\N,3282,62586,"Governor Jack Stanton"
\N,3282,63811,"Lorenzo Delgado"
\N,3282,66681,"Dewayne Smith"
\N,328,27529,"Supply clerk"
\N,3283,12361,"Joel"
\N,3283,16220,"Matt Fergeson"
\N,3283,26053,"Kelly Grant"
\N,3283,46948,"Caitlin Carlson"
\N,3283,5207,"Batgirl"
\N,3283,53369,"Ice cream buyer"
\N,3283,56769,"Gene"
\N,3283,62098,"Mick"
\N,3283,63918,"Pendelton 'Penny' Wise"
\N,3283,65948,"Archie"
\N,32,837,"Ciel"
\N,328,38703,"District Manager Zete"
\N,328,42179,"Blythe"
\N,328,48585,"Jonnie Goodboy Tyler"
\N,328,50281,"Chirk"
\N,3285,32008,"The Guardian"
\N,3285,43764,"Mrs. Ardis"
\N,3285,46887,"Businessman"
\N,3285,508,"Noah Cairn"
\N,3285,63118,"Rebecca Cairn"
\N,3285,65064,"Joe"
\N,3286,19803,"Rameses"
\N,328,62316,"Processing clerk/One-Eyed Guard/Teleportation supe"
\N,3286,23257,"Jethro"
\N,3286,23426,"Aaron"
\N,328,62586,"Ter"
\N,3286,26610,"Yocheved"
\N,328,63254,"Robert the Fox"
\N,3286,32696,"Moses/God"
\N,3286,40096,"Hotep"
\N,3286,42916,"The Queen"
\N,3286,49084,"Tzipporah"
\N,3286,49984,"Additional Voices"
\N,3286,52408,"Young Miriam"
\N,3286,57196,"Huy"
\N,3286,59579,"Pharaoh Seti I"
\N,328,66199,"Ker"
\N,32,8679,"VIP Patron"
\N,3286,8538,"Additional Voices"
\N,3286,9076,"Miriam"
\N,3288,47422,"Calvin"
\N,3289,13330,"Public Defender/Teacher"
\N,3289,15827,"Prison Guard Lawrence"
\N,3289,24795,"Boy on bus"
\N,3289,30454,"Big Pete"
\N,3289,40124,"CO Vilar"
\N,3289,41100,"Mr. Lloyd"
\N,3289,59504,"Prosecutor"
\N,3289,62101,"Teacher's Assistant"
\N,3291,29826,"Rudy Gatewick/Oliver Gillis"
\N,3291,34699,"Lawyer #2"
\N,3291,56720,"Michael Gatewick"
\N,3291,58978,"Theresa"
\N,3291,7982,"Professor Wooley"
\N,3292,21343,"Jerry Turner"
\N,3292,48285,"Boutique Sales Director"
\N,3292,60438,"Sam Weston"
\N,3292,61260,"Mr. 'T'"
\N,3292,66195,"Emanuelle Griffith"
\N,3292,67871,"Joan Harris"
\N,3293,1123,"Gloria"
\N,3293,15369,"Himself"
\N,3293,15666,"Rubberbound Man"
\N,3293,16475,"Camill"
\N,3293,19041,"Alison's friend"
\N,3293,19267,"Herself"
\N,3293,20163,"Himself"
\N,3293,22031,"Lisa"
\N,3293,22714,"Kenny 'Pig Vomit' Rushton"
\N,3293,23583,"Brittany Fairchild"
\N,3293,25592,"Himself"
\N,3293,26699,"Ross Buckingham"
\N,3293,29176,"Howard's Daughter"
\N,3293,30012,"Mandy"
\N,3293,30071,"Dee Dee"
\N,3293,3123,"Girl in lesbian camp"
\N,3293,36070,"Sales Manager"
\N,3293,36526,"Himself"
\N,3293,36960,"Camp Director's Wife"
\N,3293,40176,"Himself"
\N,3293,41025,"Alison Stern"
\N,3293,41203,"Nurse"
\N,3293,4208,"Herself"
\N,3293,46055,"Himself"
\N,3293,47054,"Himself"
\N,3293,48346,"Couple Looking for Apartment"
\N,3293,49875,"Himself"
\N,3293,49986,"Ben Stern"
\N,3293,50761,"Herself"
\N,3293,53835,"Himself"
\N,3293,58199,"Himself"
\N,3293,5843,"NBC Tour Guide"
\N,3293,59008,"Himself"
\N,3293,59458,"NBC Switchboard Operator"
\N,3293,59463,"Himself"
\N,3293,6099,"Ray Stern"
\N,3293,66333,"Big breasted woman"
\N,3293,66568,"Marvin Mamoulian"
\N,3293,66614,"Himself"
\N,3293,67946,"Himself"
\N,3293,9902,"Reenie"
\N,3294,33739,"Marina"
\N,3294,45275,"Katia"
\N,3295,29532,"Gary Yanuck"
\N,3295,30601,"Henry Davarrio"
\N,3295,4882,"Instructor"
\N,3296,45139,"Hitler"
\N,3296,54658,"Thug in a Suite"
\N,3299,13873,"Dr. Susan Lamarche"
\N,3299,16736,"Dr. Bert Clavell"
\N,32,9943,"Julie Black"
\N,3299,53271,"Devon Thompson"
\N,3299,64701,"Dr. Craig Burton"
\N,3299,8273,"Dr. David Wetherly"
\N,3300,2585,"Snake"
\N,3300,32912,"Wheels"
\N,3,30071,"Dr. Melanie Abbasac"
\N,3300,7394,"Kody"
\N,3301,15533,"Diane Cafferty"
\N,3301,2149,"Keach"
\N,3301,40947,"Dr. Shoup"
\N,3301,40998,"Chelsea"
\N,3301,44211,"Mike Connors"
\N,3301,54037,"Dr. Nancy Burnham"
\N,3301,60068,"Young Zack Lover"
\N,3301,61733,"Sheriff Morgan"
\N,3303,10789,"Tommy 'the Zip' Bucks"
\N,3303,19060,"Harry Arno"
\N,3303,26632,"Joyce Patton"
\N,3303,36102,"Raylan Givens"
\N,3303,46747,"Jimmy 'the Cap' Capotorto"
\N,3303,60034,"Earl Crowe"
\N,3304,10608,"Dino"
\N,3304,13889,"Terry Thorne"
\N,3304,1467,"Jerry"
\N,3304,2145,"Wyatt"
\N,3304,26635,"Ted Fellner"
\N,3304,30492,"Eric Kessler"
\N,3304,33037,"Ian Havery"
\N,3304,3482,"Russian Colonel"
\N,3304,43933,"Peter Bowman"
\N,3304,51627,"Janis Goodman"
\N,3304,54121,"Alice Bowman"
\N,3304,68127,"Terry's Driver"
\N,3306,12231,"Pyriel"
\N,3306,16736,"Zealot"
\N,3306,50708,"Hooker"
\N,3306,53528,"Desk Sergeant"
\N,3306,58637,"Zophael 'Jones'"
\N,3306,60474,"Young Danyael"
\N,3306,65008,"Gabriel"
\N,3306,9465,"Maggie"
\N,3307,14696,"Samayel"
\N,3307,18330,"Young coroner"
\N,3307,44409,"Izzy"
\N,3307,4482,"Valerie Rosales"
\N,3307,52784,"Michael"
\N,3307,59979,"Julian"
\N,3307,62465,"Detective Waltrip"
\N,3307,65008,"Gabriel"
\N,3307,67199,"Danyael"
\N,3308,23414,"Jerry"
\N,3308,33882,"Thomas Daggett"
\N,3308,38768,"Catherine"
\N,3308,43948,"Lucifer"
\N,3308,49640,"Rachael"
\N,3308,59716,"Simon"
\N,3308,65008,"Gabriel"
\N,3309,12993,"Detective Olson"
\N,3309,16614,"Bob Bowman"
\N,3309,17093,"Joey Highsmith"
\N,3309,23020,"Brent Moore"
\N,3309,28381,"Vincent Swan"
\N,3309,31173,"Reporter Carol Stone"
\N,3309,31855,"Joey Highsmith"
\N,3309,37390,"Adele Highsmith"
\N,3309,37660,"Rose Highsmith"
\N,3309,43303,"Honey Bee Swan"
\N,3309,48557,"Walter Motter"
\N,3309,60511,"Joseph Highsmith"
\N,3309,66195,"Barb"
\N,3309,68443,"Francis Aldobrandi"
\N,3310,17143,"Bacig's Thug"
\N,3310,18706,"Susan Reese"
\N,3310,21741,"F.B.I. Agent"
\N,3310,30316,"Ray"
\N,3310,35202,"Simon Bacig"
\N,3310,37219,"F.B.I. Agent"
\N,3310,43622,"Terry Martin"
\N,3311,5390,"Rhys Williams"
\N,3311,54037,"Catherine Morgan"
\N,33,1288,"Security Guard"
\N,3313,13574,"'Chip' the Nazi"
\N,3313,17712,"Kathy Stanford"
\N,3313,33295,"Wayne the Guard"
\N,3313,37006,"Kyle"
\N,3313,41227,"Mr. Stanford"
\N,3313,51273,"Jack Stanford"
\N,3313,51837,"Prison man #1"
\N,3313,56180,"Prison man #2"
\N,3313,60525,"Decorator"
\N,3313,65339,"Eileen"
\N,33,13695,"Natalie Gibson"
\N,331,4954,"Xena"
\N,3314,9833,"Rachel"
\N,3316,12347,"Jim Corcoran"
\N,3316,19793,"Husband"
\N,3316,3575,"Price"
\N,3316,37865,"William Conroy"
\N,3316,54870,"Clive Plummer"
\N,3317,26692,"Dr. Sterling"
\N,3317,35225,"Sarah"
\N,33,17509,"Dr. Griffin Weir"
\N,3317,52148,"Noah"
\N,3317,52182,"Elizabeth Wurtzel"
\N,3317,53024,"Nurse"
\N,3317,5930,"Rafe"
\N,3317,66649,"Ruby"
\N,3317,9944,"Donald"
\N,3318,18855,"Tom Cassidy"
\N,3318,20589,"Dr. Fred Simon"
\N,3318,25699,"Mrs. Eliza Chambers"
\N,3318,26692,"Marion Crane"
\N,3318,28633,"Mr. Lowery"
\N,3318,36102,"Charlie the Car Dealer"
\N,3318,43556,"Lila Crane"
\N,3318,43948,"Samuel 'Sam' Loomis"
\N,3318,51875,"Patrolman"
\N,3318,63918,"Norman Bates"
\N,3318,66781,"Caroline"
\N,3318,8399,"Passerby/Hitchcock Cameo"
\N,3319,14283,"Pixie Chandler"
\N,3319,18023,"Tommy Chandler"
\N,3319,28940,"Bert/Lady Shopper/Manager"
\N,3319,29976,"Salvador Dali/Sam"
\N,3319,36023,"Mrs. Poole"
\N,3319,41325,"Dr. Egbert Drum"
\N,3319,43595,"Children"
\N,3321,13248,"Melvin Purvis"
\N,3321,13571,"Sam Cowley"
\N,3321,17798,"George Barker"
\N,3321,39946,"Doc Barker"
\N,3321,42542,"Amaryllis"
\N,3321,52784,"Arthur Dunlop"
\N,3321,54037,"Kate 'Ma' Barker"
\N,3321,58994,"Alvin Karpis"
\N,33,22031,"Virtual Girlfriend"
\N,3322,13385,"Julie Thurber"
\N,3322,19,"Claudia Prinsinger"
\N,3322,20327,"Betsy Collander"
\N,3322,3539,"Chippy McDuffy"
\N,3322,40925,"Cici Pinkus"
\N,3322,52182,"Carolyn McDuffy"
\N,3322,60472,"Jeanine Kryszinsky"
\N,3322,6432,"Judy Romanoff"
\N,3322,65827,"Randy Suskind"
\N,33,23490,"Michael Drucker"
\N,3323,54757,"Barry Egan"
\N,3323,65523,"Lena Leonard"
\N,3324,15804,"Health Counselor"
\N,3324,17266,"Darby"
\N,3324,18721,"Wild Guy #2/Mark"
\N,3324,2806,"Miss Smokie"
\N,3324,40093,"Gilbert"
\N,3324,46498,"Felicity"
\N,3324,46705,"Lucas"
\N,3324,52146,"Rodney"
\N,3324,64293,"Nurse"
\N,3325,37426,"Himself"
\N,3325,4128,"Rocky"
\N,3325,52081,"Daniel Bender"
\N,3326,11948,"Servant"
\N,3326,49734,"Inspector"
\N,3327,11734,"Freethrow"
\N,3327,14477,"Cook"
\N,3327,32464,"Killjoy"
\N,3327,35451,"Miccelli"
\N,3328,15800,"Roommate"
\N,3328,66699,"Kim Grey"
\N,33,3010,"Johnny Phoenix"
\N,3330,14179,"Nick Falzone"
\N,3330,16135,"Enzo Sorrento"
\N,3330,21477,"Ed Clabes"
\N,3330,30625,"Mary Bell"
\N,33,30316,"Security Guard"
\N,3330,36690,"Tina Leary"
\N,3330,42546,"TV Reporter"
\N,3330,4345,"Pilot"
\N,3330,50326,"Crystal Plotkin"
\N,3330,6327,"Connie Falzone"
\N,3330,65663,"Barry Plotkin"
\N,3331,12919,"Lenny"
\N,3331,18477,"Dr. Anton Rudolph"
\N,3331,35613,"Pilot"
\N,3331,3995,"Kristin"
\N,3331,40919,"Francesca Garibaldi"
\N,3331,47264,"Brian Cooper"
\N,3331,66139,"Deputy Lewis Ross"
\N,3331,66163,"Tommy"
\N,3331,68046,"Greg Larsen"
\N,333,16866,"Elmer"
\N,333,17912,"Lord Walton"
\N,333,21754,"Stingo Wheelie"
\N,333,23930,"Nurse Pans"
\N,333,2598,"Mr. Bean"
\N,333,35703,"Kevin Langley"
\N,333,38676,"David Langley"
\N,3335,1150,"Herself"
\N,3335,13743,"Goth Boy"
\N,333,51627,"Alison Langley"
\N,333,52081,"General Newton"
\N,3335,26402,"Queen Akasha"
\N,3335,39416,"New York Vampire"
\N,3335,39432,"Mael"
\N,3335,41220,"David Talbot"
\N,3335,42882,"Jesse's Roommate"
\N,3335,43662,"Jesse"
\N,3335,44567,"Talamascan"
\N,3335,45347,"Armand"
\N,3335,46694,"Maharet"
\N,3335,48657,"Marius"
\N,3335,51598,"LA Groupie"
\N,3335,558,"French Dealer"
\N,3335,58710,"Khayman"
\N,3335,62486,"Lestat"
\N,33,35687,"Police Lieutenant"
\N,3336,29369,"Herself"
\N,333,64223,"Jennifer Langley"
\N,33,36746,"SimPal Cindy"
\N,333,68009,"George Grierson"
\N,3337,20989,"Alden Pyle"
\N,3337,56365,"Inspector Vigot"
\N,3337,9709,"Thomas Fowler"
\N,333,8633,"Delilah"
\N,3340,39041,"Delbené"
\N,3340,39616,"Bouchon"
\N,3340,49185,"The Abbe du Coulmier"
\N,3340,53979,"The Marquis de Sade"
\N,3340,55161,"Louison"
\N,3340,65333,"Simone"
\N,3340,66266,"Madame LeClerc"
\N,3340,66900,"Madeleine LeClerc"
\N,3340,9709,"Dr. Royer-Collard"
\N,33,4203,"Bodyguard"
\N,3342,17470,"Cindy Johnson"
\N,3342,25659,"Eric Inouye"
\N,3342,367,"Daniel Webster"
\N,3342,4166,"Marco Kito"
\N,3342,4997,"Frank Machi"
\N,3342,53918,"Eduardo Braz"
\N,3342,5610,"Miss Sandra Beecher"
\N,3342,61935,"Jack Fryman"
\N,3342,68088,"Hans Kooiman"
\N,3343,55904,"Himself"
\N,3343,8693,"Himself"
\N,3344,13092,"Earl Vestal"
\N,3344,15773,"Roger Thornhill"
\N,3344,23095,"Donni McGuinness"
\N,3344,2576,"Ralph Stanton"
\N,3344,46302,"Barnet"
\N,3344,62841,"Baldy"
\N,3344,63229,"Guidance Technician"
\N,3344,66991,"Air Policeman"
\N,3344,67275,"Dr. Wilhelm Von Huber"
\N,3346,25543,"Bernard Wallace"
\N,3346,27375,"Jack Finney"
\N,3346,35829,"David Lake"
\N,3346,63392,"Wilson Lowe"
\N,3348,19410,"Kathy Kay"
\N,3348,29112,"Mary"
\N,3348,42219,"Lt. Gov. Dalquist"
\N,3348,43740,"Truck Driver"
\N,3349,20490,"Coach Walsh"
\N,3349,2852,"Tracy Campbell"
\N,3349,29548,"Counselor Susan 'Sue' D. Snell"
\N,3349,31703,"Tommy Ross"
\N,3349,32687,"Girl in Classroom"
\N,3349,35591,"Margaret Brigham White"
\N,3349,37569,"Jesse Ryan"
