11061,"Cervera","Albert",19690607,\N
17377,"Dupontel","Albert",19640111,\N
40786,"Maysles","Albert",19331126,\N
4157,"Basail","Alberto",19381002,20000509
29567,"Isaac","Alberto",19250318,19980109
35516,"Lattuada","Alberto",19141113,\N
39727,"Marini","Alberto",19720903,\N
45043,"Negrin","Alberto",19400102,\N
58481,"Sordi","Alberto",19200615,\N
61060,"Taraglio","Alberto",19590902,\N
34809,"Lado","Aldo",19341205,\N
3365,"Baldwin","Alec",19580403,\N
421,"Agresti","Alejandro",19610602,\N
9850,"Camacho","Alejandro",19540711,\N
26187,"Hartman","Alejandro",19730517,\N
30450,"Jodorowsky","Alejandro",19290207,\N
58866,"Springall","Alejandro",19660112,\N
205,"Adabashyan","Aleksandr",19450810,\N
804,"Aleksandrov","Aleksandr",19470626,\N
4177,"Bashirov","Aleksandr",19550924,\N
4850,"Belinsky","Aleksandr",19280405,\N
33802,"Kosarev","Aleksandr",19440315,\N
43035,"Mitta","Aleksandr",19330328,\N
47666,"Pankratov","Aleksandr",19460904,\N
48249,"Pavlovsky","Aleksandr",19470526,\N
49813,"Polynnikov","Aleksandr",19410603,\N
49944,"Porokhovshchikov","Aleksandr",19390131,\N
58324,"Sokurov","Aleksandr",19510614,\N
68356,"Zguridi","Aleksandr",19040223,19980916
22572,"German","Aleksei",19380620,\N
54450,"Sakharov","Aleksei",19340417,19990121
54596,"Saltykov","Aleksei",19340513,\N
64077,"Verbic","Ales",19591106,\N
5253,"Benvenuti","Alessandro",19500131,\N
14257,"DAlatri","Alessandro",19550224,\N
37965,"Lucidi","Alessandro",19470824,\N
11682,"Chisholm","Alex",19720810,\N
13503,"Cox","Alex",19541215,\N
18603,"Erkiletian","Alex",19740123,\N
50468,"Proyas","Alex",19630923,\N
54721,"Sanders","Alex",19660307,\N
64718,"Voulgas","Alex",19810222,\N
65258,"Ward","Alex",19800914,\N
66920,"Winter","Alex",19650717,\N
64489,"Visarion","Alexa",19470911,\N
10750,"Cassini","Alexander",19530906,\N
23948,"Gradet","Alexander",19761004,\N
25278,"Hahn","Alexander",19670323,\N
27988,"Hofmann","Alexander",19730216,\N
32618,"Kiening","Alexander",19730601,\N
57329,"Siddig","Alexander",19651121,\N
65763,"Weimer","Alexander",19780513,\N
29642,"Isles","Alexandra",19450211,\N
57431,"Silk","Alexandra",19720919,\N
557,"Aja","Alexandre",19780807,\N
8266,"Brillant","Alexandre",19711109,\N
22261,"Gavras","Alexandre",19690823,\N
30127,"Jardin","Alexandre",19650414,\N
42325,"Miansarow","Alexis",19681122,\N
50535,"Puig","Alexis",19730611,\N
1939,"Arau","Alfonso",19320111,\N
8101,"Brescia","Alfonso",19300106,20010606
1821,"Anzola","Alfredo",19460617,\N
22726,"Giannetti","Alfredo",19240416,19950730
50538,"Puipa","Algimantas",19510614,\N
32494,"Khamrayev","Ali",19370519,\N
44858,"Nasser","Ali",19540911,\N
45102,"Nellis","Alice",19710103,\N
29656,"Issermann","Aline",19481116,\N
28145,"Holly","Alita",19661003,\N
57500,"Silverstein","Aliyah",19730430,\N
60319,"Surikova","Alla",19401106,\N
2097,"Arkush","Allan",19480430,\N
32774,"King","Allan",19300206,\N
20391,"Fong","Allen",19470710,\N
28826,"Hughes","Allen",19720401,\N
67101,"Wolf","Allen",19701029,\N
1386,"Anders","Allison",19541116,\N
8054,"Brench","Aloiz",19290606,\N
3618,"Bar","Alon",19660402,\N
53439,"Rosenblum","Alon",19670923,\N
17729,"Ecarma","Alvin",19830616,\N
4501,"Bearse","Amanda",19580809,\N
5207,"Benson","Amber",19770108,\N
18984,"Fago","Amedeo",19400612,\N
31421,"Karakulov","Amir",19650911,\N
44167,"Muhammad","Amir",19721205,\N
44615,"Naderi","Amir",19460815,\N
52102,"Rezazadeh","Amir",19620222,\N
63577,"Vaidya","Amit",19770819,\N
47502,"Palekar","Amol",19441124,\N
23103,"Gitai","Amos",19501011,\N
23287,"Gobashiyev","Amurbek",19440331,\N
15098,"Dean","Amy",19760607,\N
22613,"Gershwin","Amy",19760205,\N
26708,"Heckerling","Amy",19540507,\N
31709,"Katz","Ana",19751102,\N
33503,"Kokkinos","Ana",19580803,\N
6638,"Bobrovsky","Anatoli",19290214,\N
57782,"Siusa","Anatolijus",19520505,\N
51682,"Refn","Anders",19440408,\N
45502,"Niessner","Andi",19670225,\N
7935,"Braugher","Andre",19620701,\N
21177,"Frezza","Andrea",19370618,\N
503,"Aichmayr","Andreas",19641230,\N
16918,"Dresen","Andreas",19630816,\N
42395,"Michels","Andreas",19620621,\N
55574,"Schnaas","Andreas",19680401,\N
61736,"Thomopoulos","Andreas",19450804,\N
67008,"Wisniewski","Andreas",19590703,\N
5129,"Benkendorf","Andrei",19460313,\N
6231,"Blaier","Andrei",19330516,\N
33603,"Konchalovsky","Andrei",19370820,\N
39220,"Malyukov","Andrei",19480106,\N
51482,"Razumovsky","Andrei",19480403,\N
53571,"Rostotsky","Andrei",19570125,20020505
33796,"Kosak","Andrej",19650616,\N
300,"Adeane","Andrew",19651106,\N
5395,"Bergman","Andrew",19450220,\N
9741,"Calder","Andrew",19640320,\N
23155,"Glasgow","Andrew",19760623,\N
24487,"Grieve","Andrew",19391128,\N
31780,"Kavovit","Andrew",19750719,\N
37883,"Lowes","Andrew",19750826,\N
40105,"Martin-Smith","Andrew",19830204,\N
43241,"Molina","Andrew",19761103,\N
52867,"Robinson","Andrew",19420214,\N
58462,"Soo","Andrew",19740806,\N
59491,"Stevens","Andrew",19550610,\N
53434,"Rosenbergs","Andris",19380520,\N
3644,"Baranski","Andrzej",19410402,\N
33617,"Kondratiuk","Andrzej",19360720,\N
33887,"Kotkowski","Andrzej",19400217,\N
64933,"Wajda","Andrzej",19260306,\N
68593,"Zulawski","Andrzej",19401122,\N
5480,"Berman","Andy",19690828,\N
15933,"Dick","Andy",19651221,\N
21984,"Garcia","Andy",19560412,\N
57327,"Sidaris","Andy",19330220,\N
57401,"Signore","Andy",19790815,\N
64808,"Wachowski","Andy",19671229,\N
35962,"Lee","Ang",19541023,\N
6531,"Bloomfield","Angela",19721216,\N
55299,"Schanelec","Angela",19620214,\N
67920,"Yotova","Ani",19720216,\N
2514,"Assal","Anita",19580503,\N
16629,"Doron","Anita",19740603,\N
52511,"Rinaldi","Anita",19700101,\N
8029,"Breien","Anja",19400712,\N
48696,"Perl","Anja",19720121,\N
29087,"Huston","Anjelica",19510708,\N
28863,"Hui","Ann",19470523,\N
37905,"Lu","Ann",19720328,\N
56885,"Shenfield","Ann",19590921,\N
49026,"Pettersson","Ann-Margret",19380918,\N
12716,"Condo","Anna",19661225,\N
39405,"Mannheimer","Anna",19630705,\N
30060,"Jankel","Annabel",19550801,\N
8383,"Brochet","Anne",19661122,\N
26692,"Heche","Anne",19690525,\N
67065,"Wivel","Anne",19450618,\N
28601,"Hovmand","Annelise",19260917,\N
45004,"Neeb","Annette",19630113,\N
64749,"Vroom","Annick",19630924,\N
58878,"Sprinkle","Annie",19540723,\N
55050,"Saul","Anno",19631114,\N
34392,"Kulev","Anri",19490721,\N
66604,"Williams","Anson",19520925,\N
2923,"Babaja","Ante",19271006,\N
68165,"Zaninovic","Ante",19341031,20000827
16429,"Dominici","Anthony",19700203,\N
17860,"Edwards","Anthony",19620719,\N
28358,"Hopkins","Anthony",19371231,\N
28454,"Hornus","Anthony",19560218,\N
37239,"Litton","Anthony",19750205,\N
42819,"Minghella","Anthony",19540106,\N
47397,"Page","Anthony",19350921,\N
48726,"Perretta","Anthony",19760310,\N
58803,"Spinelli","Anthony",19270221,20000529
65109,"Waller","Anthony",19591024,\N
62232,"Tomasic","Anton",19370426,\N
49859,"Ponziani","Antonella",19640229,\N
34106,"Krauze","Antoni",19400104,\N
30358,"Jerrentrup","Antonia",19720619,\N
146,"Abujamra","Antonio",19320915,\N
224,"Adamo","Antonio",19570730,\N
657,"Albanese","Antonio",19641010,\N
3521,"Banderas","Antonio",19600810,\N
7007,"Bonifacio","Antonio",19570421,\N
10973,"Cecchi","Antonio",19651120,\N
17736,"Eceiza","Antonio",19350914,\N
39440,"Manriquez","Antonio",19800726,\N
39654,"Margheriti","Antonio",19300919,20021104
40725,"Mayans","Antonio",19390504,\N
42053,"Mercero","Antonio",19360307,\N
43326,"Monda","Antonio",19621019,\N
52154,"Ribas","Antonio",19351027,\N
62548,"Trashorras","Antonio",19690922,\N
63484,"Urrutia","Antonio",19610927,\N
31065,"Kafetzopoulos","Antonis",19511013,\N
746,"Alda","Antony",19561209,\N
64734,"Vrdoljak","Antun",19310604,\N
32530,"Kher","Anupam",19450617,\N
56304,"Sen","Aparna",19451025,\N
65719,"Weerasethakul","Apichatpong",19700716,\N
2792,"Averbach","Ari",19830802,\N
68280,"Zeitoun","Ariel",19450926,\N
62905,"Tsirbas","Aristomenis",19670703,\N
17806,"Ederveen","Arjan",19560909,\N
33720,"Kordon","Arkadi",19450527,\N
57746,"Sirenko","Arkadi",19460927,\N
28605,"Howard","Arliss",19541018,\N
44159,"Mueller-Stahl","Armin",19301217,\N
6508,"Blomqvist","Arn-Henrik",19621027,\N
15721,"Desplechin","Arnaud",19601031,\N
34793,"Ladagnous","Arnaud",19700721,\N
55840,"Schwarzenegger","Arnold",19470730,\N
56657,"Shapiro","Arnold",19410201,\N
27677,"Hindle","Art",19480721,\N
7230,"Borman","Arthur",19661231,\N
13669,"Crenshaw","Arthur",19810715,\N
27621,"Hiller","Arthur",19231122,\N
35032,"Lamothe","Arthur",19281207,\N
48528,"Penn","Arthur",19220927,\N
56291,"Semedo","Artur",19241102,20010208
64626,"Vojtetsky","Artur",19281023,\N
41993,"Menendez","Arturo",19781003,\N
52581,"Ripstein","Arturo",19431213,\N
32556,"Khopkar","Arun",19451105,\N
36841,"Liimatainen","Arvi",19490831,\N
8609,"Brown","Arvin",19400524,\N
29271,"Iho","Arvo",19490621,\N
24658,"Gross","Arye",19600317,\N
64559,"Vladimirov","Asen",19540221,\N
52262,"Richardson","Ashby",19700117,\N
2052,"Argento","Asia",19750920,\N
10458,"Carrera","Asia",19730806,\N
5566,"Bernstein","Assaf",19700708,\N
15077,"Dayan","Assi",19451123,\N
15793,"Devi","Astrid",19770323,\N
27082,"Henning-Jensen","Astrid",19141210,20020105
54503,"Salem","Atef",19270723,20020730
21402,"Fugard","Athol",19320611,\N
67830,"Yilmaz","Atif",19261209,\N
51051,"Ram","Atma",19300821,\N
17950,"Egoyan","Atom",19600719,\N
60959,"Tanaka","Atsuko",19621114,\N
14735,"Dargay","Attila",19270620,\N
65894,"Wells","Audrey",19600429,\N
59766,"Stonys","Audrius",19660428,\N
18851,"Everding","August",19281031,19990126
8519,"Brooks","Avery",19481002,\N
2046,"Arft","Axel",19580128,\N
13260,"Corti","Axel",19330507,19931229
18479,"Engstfeld","Axel",19531010,\N
54489,"Salayev","Ayaz",19600801,\N
3767,"Bargur","Ayelet",19690930,\N
49735,"Polat","Ayse",19701119,\N
43783,"Morisaki","Azuma",19271119,\N
14118,"Curiel","Álvaro",19730910,\N
41950,"Mena","Ángel",19750627,\N
60117,"Subhash","B.",19451206,\N
11738,"Chopra","B.R.",19140422,\N
4790,"Beizai","Bahram",19381226,\N
54327,"Sadykov","Bako",19410713,\N
39647,"Margera","Bam",19790928,\N
18535,"Epstein","Barak",19790627,\N
33703,"Kopple","Barbara",19460730,\N
54991,"Sass","Barbara",19361014,\N
55698,"Schroeder","Barbet",19410826,\N
59920,"Streisand","Barbra",19420424,\N
48344,"Pearlman","Bari",19660326,\N
31033,"Kabay","Barna",19480815,\N
2821,"Avrich","Barry",19630509,\N
16036,"Dignam","Barry",19710331,\N
22816,"Gifford","Barry",19461018,\N
25973,"Harman","Barry",19520314,\N
36597,"Levinson","Barry",19420406,\N
38896,"Mahon","Barry",19210205,19991204
50045,"Potter","Barry",19781007,\N
50349,"Primus","Barry",19380216,\N
58450,"Sonnenfeld","Barry",19530401,\N
18871,"Everson","Bart",19670117,\N
55708,"Schroeven","Bart",19750501,\N
17247,"Dumoulin","Bas",19720316,\N
54267,"Sabuncu","Basar",19430909,\N
55481,"Schlegel","Basil",19680419,\N
11411,"Chatterjee","Basu",19300110,\N
11896,"Churchville","Baxter",19660506,\N
38015,"Luhrmann","Baz",19620917,\N
61217,"Taylor","Baz",19440830,\N
50142,"Pozniak","Beata",19600430,\N
18588,"Eriksen","Beate",19601019,\N
39438,"Manowski","Beatrice",19680731,\N
8205,"Bridges","Beau",19411209,\N
31238,"Kamin","Bebe",19430507,\N
35882,"LeBeau","Becky",19620211,\N
366,"Affleck","Ben",19720815,\N
9364,"Burtt","Ben",19480712,\N
18308,"Elton","Ben",19590503,\N
43143,"Model","Ben",19621213,\N
59613,"Stiller","Ben",19651130,\N
4352,"Bauler","Bengt",19580716,\N
34851,"Lagerkvist","Bengt",19260804,\N
645,"Alazraki","Benito",19211027,\N
35141,"Landshoff","Benjamin",19680731,\N
45106,"Nelson","Benno",19701204,\N
2917,"Baardson","Bentein",19531106,\N
7425,"Boudewijn","Berend",19360623,\N
7991,"Breathed","Berkeley",19570621,\N
34836,"Lafont","Bernadette",19381026,\N
9908,"Campan","Bernard",19580404,\N
23072,"Giraudeau","Bernard",19470618,\N
23808,"Gosselin","Bernard",19341005,\N
44355,"Murat","Bernard",19411114,\N
64124,"Verley","Bernard",19391004,\N
5661,"Bertolucci","Bernardo",19410316,\N
17986,"Eichinger","Bernd",19490411,\N
3491,"Bamberger","Bernhard",19640625,\N
26881,"Helfrich","Bernhard",19450830,\N
57724,"Sinkel","Bernhard",19400119,\N
9805,"Callenbo","Bernt",19321123,\N
60017,"Struys","Bert",19201028,20001118
43040,"Mittermayr","Berthold",19520510,\N
64106,"Verhaag","Bertram",19430301,\N
6442,"Blier","Bertrand",19390314,\N
61202,"Tavernier","Bertrand",19410425,\N
8402,"Broderick","Beth",19590224,\N
20256,"Flitner","Bettina",19611029,\N
67078,"Woernle","Bettina",19481124,\N
51061,"Ramakrishna","Bhanumathi",19250907,\N
67997,"Yuen","Biao",19570726,\N
6140,"Bixby","Bill",19340122,19931121
17191,"Duke","Bill",19430226,\N
33630,"Koning","Bill",19740125,\N
41549,"McNally","Bill",19711001,\N
41864,"Melendez","Bill",19161115,\N
46241,"ODonnell","Bill",19731220,\N
48271,"Paxton","Bill",19550517,\N
49650,"Plympton","Bill",19460430,\N
50550,"Pullman","Bill",19531217,\N
62260,"Tomlinson","Bill",19721106,\N
64465,"Viola","Bill",19510125,\N
2690,"August","Bille",19481109,\N
11733,"Chong","Billy",19570210,\N
13951,"Crystal","Billy",19470314,\N
23274,"Glyde","Billy",19700725,\N
37251,"Liu","Bingjian",19631016,\N
35403,"Larsen","Birger",19611222,\N
63342,"Ulfsson","Birgitta",19280701,\N
61740,"Thompson","Blade",19680911,\N
63387,"Underwood","Blair",19640825,\N
17862,"Edwards","Blake",19220726,\N
8292,"Brinkman","Bo",19560917,\N
27227,"Hermansson","Bo",19370606,\N
60438,"Svenson","Bo",19440213,\N
66379,"Widerberg","Bo",19300608,19970501
14893,"Davidson","Boaz",19430811,\N
52504,"Rimmer","Boaz",19700830,\N
3317,"Balaban","Bob",19450816,\N
11071,"Cesca","Bob",19710712,\N
12928,"Cook","Bob",19520320,\N
21739,"Gale","Bob",19510525,\N
23328,"Godfrey","Bob",19210127,\N
23484,"Goldthwait","Bob",19620526,\N
28508,"Hoskins","Bob",19421026,\N
46495,"Odenkirk","Bob",19621022,\N
50896,"Rafelson","Bob",19330221,\N
54365,"Saget","Bob",19560517,\N
55654,"Schott","Bob",19490202,\N
60470,"Swaim","Bob",19431102,\N
61404,"Tennent","Bob",19810429,\N
17898,"Eerhart","Bobby",19470922,\N
68495,"Zizic","Bogdan",19341108,\N
36933,"Linda","Boguslaw",19520627,\N
49937,"Poreba","Bohdan",19340405,\N
1588,"Andric","Bojana",19440616,\N
28959,"Hunt","Bonnie",19640922,\N
9412,"Bushmelev","Boris",19370522,\N
21357,"Frumin","Boris",19471024,\N
21780,"Galkin","Boris",19470919,\N
22919,"Giller","Boris",19560417,\N
24542,"Grigoryev","Boris",19351026,\N
33520,"Kolar","Boris",19330414,\N
45278,"Nevzorov","Boris",19500118,\N
60464,"Svrtan","Boris",19641007,\N
63395,"Undorf","Boris",19790105,\N
67726,"Yashin","Boris",19320510,\N
56667,"Sharaliev","Borislav",19220822,20020509
16887,"Draskovic","Boro",19350529,\N
24820,"Guerdjou","Bourlem",19650501,\N
58859,"Sprajc","Bozo",19471219,19980626
7964,"Braverman","Brad",19610217,19960110
20988,"Fraser","Brad",19590628,\N
29906,"Jacques","Brad",19690711,\N
42905,"Mirman","Brad",19530628,\N
21842,"Gallo","Bradley",19770624,\N
20698,"Fowler","Brandon",19780125,\N
54283,"Sachs","Brandon",19830107,\N
3387,"Baletic","Branko",19460615,\N
21960,"Gapo","Branko",19311105,\N
29697,"Ivanda","Branko",19411225,\N
42754,"Milosevic","Branko",19320819,20000711
55530,"Schmidt","Branko",19570921,\N
4564,"Beban","Breda",19521224,\N
28548,"Houghton","Brent",19710627,\N
41029,"McCormick","Bret",19580929,\N
42351,"Michaels","Bret",19630315,\N
49720,"Pojar","Bretislav",19231007,\N
3119,"Bagenstose","Brett",19770909,\N
2386,"Ash","Brian",19740929,\N
5437,"Berke","Brian",19770223,\N
6429,"Blessed","Brian",19371009,\N
15546,"Dennehy","Brian",19380709,\N
22090,"Garnet","Brian",19790322,\N
22145,"Garton","Brian",19790601,\N
26720,"Hedenberg","Brian",19751019,\N
30453,"Joe","Brian",19800710,\N
30923,"Jun","Brian",19791021,\N
35282,"Lanker","Brian",19470831,\N
36541,"Levant","Brian",19520806,\N
45647,"Nissen","Brian",19271020,20010208
66802,"Wimmer","Brian",19591001,\N
35866,"Leary","Brianne",19590728,\N
32218,"Kennedy","Brice",19751127,\N
33535,"Kolerus","Brigitte",19410513,20010619
34094,"Krause","Brigitte",19290309,\N
46958,"Ornstein","Brigitte",19311002,\N
66413,"Wielopolska","Brita",19510113,\N
18070,"Ekland","Britt",19421006,\N
26043,"Harris","Brock",19780612,\N
57631,"Simpson","Brock",19681208,\N
67767,"Yeaton","Brook",19680213,\N
5301,"Beresford","Bruce",19400816,\N
9711,"Caines","Bruce",19590107,\N
15001,"Davison","Bruce",19460628,\N
35347,"Lapointe","Bruce",19741022,\N
35971,"Lee","Bruce",19401127,19730720
39164,"Malmuth","Bruce",19340204,\N
41079,"McCulloch","Bruce",19610512,\N
44567,"Myles","Bruce",19401129,\N
47611,"Paltrow","Bruce",19431126,20021003
51583,"Redman","Bruce",19600425,\N
57728,"Sinofsky","Bruce",19560331,\N
62814,"Troxell","Bruce",19561028,\N
65657,"Weber","Bruce",19460329,\N
3926,"Barreto","Bruno",19550316,\N
6326,"Blanchet","Bruno",19640329,\N
7672,"Bozzetto","Bruno",19330303,\N
11632,"Chiche","Bruno",19660807,\N
21652,"Gaburro","Bruno",19390605,\N
21910,"Gamulin","Bruno",19470824,\N
32897,"Kirby","Bruno",19490428,\N
40531,"Mattei","Bruno",19310730,\N
46112,"Nuytten","Bruno",19450828,\N
58965,"Stagnaro","Bruno",19730615,\N
3609,"Bantry","Bryan",19561012,\N
13606,"Cranston","Bryan",19560307,\N
18483,"Enk","Bryan",19740221,\N
22429,"Genesse","Bryan",19670320,\N
23343,"Godwin","Bryan",19540421,\N
23356,"Goeres","Bryan",19691208,\N
45913,"Norton","Bryan",19690421,\N
13241,"Cort","Bud",19480329,\N
24327,"Greenspan","Bud",19260918,\N
67884,"Yorkin","Bud",19260222,\N
14799,"Dasgupta","Buddhadev",19440211,\N
8021,"Bregman","Buddy",19400709,\N
23050,"Giovinazzo","Buddy",19570505,\N
61431,"Terasawa","Buichi",19550330,\N
8278,"Brinckerhoff","Burt",19361025,\N
32219,"Kennedy","Burt",19220903,20010215
52081,"Reynolds","Burt",19360211,\N
34398,"Kulik","Buzz",19220723,19990113
65132,"Wallis","C.J.",19810223,\N
60888,"Talkington","C.M.",19661019,\N
63885,"Vatnsdal","Caelum",19701120,\N
18336,"Emerson","Caleb",19760609,\N
32562,"Khouri","Callie",19571127,\N
54616,"Salvo","Calogero",19551002,\N
13885,"Crowe","Cameron",19570713,\N
49019,"Petry","Camila",19781003,\N
55915,"Scott","Campbell",19610719,\N
10474,"Carrier","Camron",19740725,\N
62149,"Togay","Can",19550827,\N
9126,"Buono","Cara",19740301,\N
20925,"Franklin","Carl",19490411,\N
40442,"Mathieu","Carl",19750608,\N
51789,"Reiner","Carl",19220320,\N
55744,"Schultz","Carl",19390919,\N
65608,"Weathers","Carl",19480114,\N
33806,"Koschnick","Carl-Friedrich",19491114,\N
9983,"Camurati","Carla",19601014,\N
7372,"Boszhard","Carlo",19690626,\N
37297,"Lizzani","Carlo",19220403,\N
40811,"Mazzacurati","Carlo",19560303,\N
64090,"Verdone","Carlo",19501117,\N
5201,"Benpar","Carlos",19481113,\N
6830,"Bolado","Carlos",19640206,\N
17715,"Ebert","Carlos",19461126,\N
22538,"Gerbase","Carlos",19590201,\N
40775,"Mayolo","Carlos",19450910,\N
46911,"Orgambide","Carlos",19300928,\N
51735,"Reichenbach","Carlos",19450614,\N
55069,"Saura","Carlos",19320104,\N
62722,"Trilnick","Carlos",19571216,\N
9254,"Burnett","Carol",19330426,\N
7470,"Bouquet","Carole",19570818,\N
35561,"Laure","Carole",19510805,\N
47192,"Otto","Carolin",19621207,\N
453,"Aherne","Caroline",19631224,\N
29015,"Huppert","Caroline",19501028,\N
43375,"Monroe","Carolyn",19680917,\N
19739,"Fiebeler","Carsten",19650618,\N
59889,"Strauch","Carsten",19711221,\N
34261,"Krooth","Caryn",19690201,\N
8030,"Breillat","Catherine",19480713,\N
46282,"OHara","Catherine",19540304,\N
53081,"Rogers","Cathy",19680529,\N
17809,"Edfeldt","Catti",19500329,\N
68085,"Zahedi","Caveh",19600429,\N
36620,"Levy","Cecilie",19730516,\N
48999,"Petrovic","Cedomir",19490101,\N
19669,"Ferrin","Chad",19730323,\N
37860,"Lowe","Chad",19680115,\N
54801,"Sangani","Chandrakant",19270610,\N
3082,"Bae","Chang-ho",19530510,\N
577,"Akerman","Chantal",19500606,\N
35529,"Lauby","Chantal",19570323,\N
3518,"Band","Charles",19511227,\N
7965,"Braverman","Charles",19440303,\N
9255,"Burnett","Charles",19440413,\N
17490,"Dutton","Charles",19510130,\N
17626,"Eames","Charles",19070617,19780821
24858,"Guggenheim","Charles",19240331,20021009
25289,"Haid","Charles",19430602,\N
30154,"Jarrott","Charles",19270606,\N
40538,"Matthau","Charles",19651210,\N
49519,"Pittard","Charles",19690122,\N
57300,"Shyer","Charles",19411011,\N
60099,"Sturridge","Charles",19510624,\N
35185,"Lang","Charley",19551224,\N
58762,"Spickler","Charlie",19650908,\N
7860,"Brandstrom","Charlotte",19590530,\N
57364,"Sieling","Charlotte",19600713,\N
68007,"Yukoi","Chatrichalerm",19421129,\N
47593,"Palminteri","Chazz",19520515,\N
17363,"Dunye","Cheryl",19660513,\N
23433,"Goldengates","Chester",19740621,\N
1355,"Anand","Chetan",19150103,19970710
17828,"Edmands","Chiara",19710630,\N
64046,"Vennera","Chick",19520327,\N
34960,"Lam","Ching-Ying",19521227,19971108
1621,"Angel","Chris",19720506,\N
2128,"Armbrister","Chris",19650606,\N
7452,"Bould","Chris",19530228,\N
10560,"Carter","Chris",19561013,\N
12650,"Columbus","Chris",19580910,\N
29429,"Ingersoll","Chris",19780101,\N
35872,"Leavens","Chris",19760202,\N
39785,"Marker","Chris",19210729,\N
40813,"Mazzei","Chris",19781015,\N
40877,"McCaleb","Chris",19780314,\N
41369,"McKay","Chris",19680614,\N
43903,"Morrissey","Chris",19720815,\N
44668,"Nahon","Chris",19681205,\N
45386,"Nicholas","Chris",19710106,\N
45793,"Noonan","Chris",19521114,\N
49080,"Pfeifer","Chris",19650307,\N
52961,"Rock","Chris",19660207,\N
55870,"Schwotzer","Chris",19680422,\N
61615,"Therrien","Chris",19670203,\N
12573,"Collins","Christa",19710801,\N
13026,"Coopman","Christelle",19690308,\N
8663,"Browne","Christene",19651018,\N
1167,"Alvart","Christian",19740528,\N
22308,"Gazio","Christian",19540421,\N
25464,"Hallman","Christian",19740218,\N
33351,"Knudsen","Christian",19740116,\N
33468,"Kohlund","Christian",19500817,\N
40612,"Matzke","Christian",19770311,\N
41342,"McIntire","Christian",19640226,\N
48184,"Pauls","Christian",19570701,\N
49052,"Petzold","Christian",19600914,\N
50653,"Quadflieg","Christian",19450411,\N
56049,"Sebaldt","Christian",19580522,\N
57934,"Slater","Christian",19690818,\N
36939,"Lindberg","Christina",19501206,\N
52182,"Ricci","Christina",19800212,\N
